Unnamed: 0,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
1064.7312489045432,Samsung,2 in 1 Convertible,18.4,Touchscreen / Quad HD+ 3200x1800,AMD A10-Series 9600P 2.4GHz,64GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Linux,1.16kg,126313.9155034121
85.95621385747745,Samsung,Gaming,?,Quad HD+ 3200x1800,Intel Celeron Quad Core N3160 1.6GHz,16GB,1TB HDD,Nvidia GeForce GTX 1080,Mac OS X,2.19kg,75086.73658202433
260.49363561486706,Chuwi,Netbook,12.5,IPS Panel Touchscreen 1366x768,Intel Core i3 6100U 2.1GHz,32GB,256GB SSD +  2TB HDD,ARM Mali T860 MP4,No OS,2.69kg,250646.28260052387
647.0356829708196,Vero,2 in 1 Convertible,33.5,IPS Panel 2560x1440,AMD A10-Series A10-9620P 2.5GHz,4GB,512GB SSD +  2TB HDD,Intel Iris Plus Graphics 640,Chrome OS,1.09kg,46740.31168439987
50.15767669173742,Razer,2 in 1 Convertible,33.5,IPS Panel Full HD 1920x1200,AMD E-Series 7110 1.8GHz,8GB,256GB SSD +  500GB HDD,Intel HD Graphics 505,Chrome OS,8.23kg,20914.085666356623
664.0469233601643,LG,Gaming,24,Touchscreen 1366x768,Intel Core i5 6440HQ 2.6GHz,1GB,1.0TB Hybrid,Nvidia Quadro M2200M,macOS,1.08kg,213443.7413716671
231.23515450185846,Google,Netbook,17.3,IPS Panel Retina Display 2736x1824,Intel Core i5 6300U 2.4GHz,32GB,128GB SSD +  1TB HDD,AMD Radeon R2 Graphics,Chrome OS,1.64kg,156447.48151656354
693.4403506300969,Mediacom,Netbook,33.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.50GHz,12GB,1.0TB HDD,AMD Radeon R7 Graphics,No OS,0.69kg,128288.00373968536
913.9490739085428,HP,Ultrabook,?,Touchscreen 1366x768,Intel Core M 1.2GHz,32GB,512GB SSD,Nvidia GeForce GTX 1070M,Chrome OS,2.83kg,169083.5088914689
567.4359667169234,Vero,Notebook,17,IPS Panel Retina Display 2560x1600,AMD A12-Series 9720P 3.6GHz,2GB,508GB Hybrid,Nvidia GeForce 920MX ,Windows 7,2.77kg,109840.47416551276
988.6376726186894,Asus,Netbook,11.3,IPS Panel Full HD 2160x1440,Intel Celeron Dual Core 3855U 1.6GHz,12GB,512GB SSD +  1TB HDD,Intel HD Graphics 620,Chrome OS,1.05kg,281334.07267842704
1059.413087387889,MSI,Workstation,11.6,IPS Panel Full HD 1366x768,AMD A6-Series 9220 2.5GHz,4GB,508GB Hybrid,AMD Radeon 540,Windows 7,1.70kg,181480.62677447888
1118.8360712275244,Microsoft,Gaming,13.9,1440x900,Intel Core i7 2.9GHz,6GB,128GB SSD +  2TB HDD,Intel Iris Plus Graphics 640,Mac OS X,1.7kg,270325.0197395275
858.7480726985405,Razer,2 in 1 Convertible,14.1,IPS Panel Touchscreen 1920x1200,Intel Core i7 8550U 1.8GHz,64GB,256GB SSD +  500GB HDD,AMD Radeon R7 M365X,Android,1.29kg,98048.47426144108
804.4028821126817,Mediacom,Netbook,31.6,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 1.6GHz,4GB,256GB Flash Storage,Intel HD Graphics 620,macOS,4.5kg,242384.5051635657
706.3001278294846,Dell,Gaming,15,IPS Panel Quad HD+ / Touchscreen 3200x1800,AMD E-Series E2-6110 1.5GHz,4GB,512GB SSD,Nvidia GeForce GTX 960M,Windows 10,2.18kg,259861.52346403847
1005.0981566263454,Vero,Ultrabook,31.6,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,4GB,256GB SSD +  500GB HDD,Nvidia GeForce GTX1050 Ti,macOS,1.11kg,51621.82180768076
423.0857639325296,Apple,Netbook,13.9,IPS Panel Touchscreen 1366x768,Intel Atom X5-Z8350 1.44GHz,8GB,16GB SSD,Nvidia GeForce GTX 960,Mac OS X,5.4kg,252467.4925196013
135.67713564026386,Microsoft,Workstation,13.5,IPS Panel Full HD 1366x768,AMD A8-Series 7410 2.2GHz,24GB,16GB SSD,AMD Radeon 530,macOS,4.0kg,317773.77620837034
390.4233677626125,Mediacom,2 in 1 Convertible,33.5,IPS Panel Retina Display 2560x1600,Intel Core i5 6300U 2.4GHz,2GB,256GB SSD +  256GB SSD,Nvidia Quadro M620M,Chrome OS,1.54kg,12352.717818503948
1038.0003391569835,Vero,2 in 1 Convertible,25.6,Touchscreen 2400x1600,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD +  512GB SSD,Intel HD Graphics 405,No OS,1.88kg,87140.18282677306
278.55831106080166,Apple,Gaming,12.5,Touchscreen / Full HD 1920x1080,AMD A4-Series 7210 2.2GHz,4GB,128GB SSD +  2TB HDD,Nvidia GeForce GTX1060,macOS,2.08kg,101298.48323135625
433.9868960847523,Lenovo,Netbook,11.6,Touchscreen 2560x1440,Intel Core i7 7560U 2.4GHz,24GB,508GB Hybrid,Nvidia GeForce GTX 1060,Windows 7,1.47kg,39158.58760137543
1156.4952977480166,MSI,Workstation,15.4,IPS Panel Retina Display 2560x1600,Intel Core i5 8250U 1.6GHz,1GB,1TB SSD,Nvidia GeForce GTX 950M,Android,1.1kg,201495.9790351956
890.4715787614634,Microsoft,Netbook,18.4,1366x768,Intel Core M 1.2GHz,6GB,512GB Flash Storage,Nvidia GeForce 960M,Windows 7,1.91kg,87249.29269877943
768.9283285510787,Xiaomi,Netbook,13.3,1600x900,AMD A10-Series 9600P 2.4GHz,16GB,500GB HDD,AMD Radeon RX 540,Windows 10 S,1.79kg,141578.93898448008
630.6088248673889,Xiaomi,Gaming,15,IPS Panel Retina Display 2736x1824,Intel Celeron Dual Core N3350 2.0GHz,64GB,512GB SSD +  1TB HDD,Nvidia Quadro M620,Windows 7,1.34kg,176390.75795226678
1204.7220430886546,Razer,Ultrabook,13.3,IPS Panel Full HD 1366x768,Intel Core i5 1.6GHz,24GB,128GB HDD,AMD Radeon Pro 560,Chrome OS,2.75kg,167316.942294332
130.15230488052043,Chuwi,Notebook,31.6,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7820HK 2.9GHz,6GB,2TB HDD,Nvidia GeForce GTX 1080,Linux,2.36kg,179011.75727127658
461.4328291109719,Lenovo,2 in 1 Convertible,15.6,IPS Panel 1366x768,Intel Celeron Quad Core N3160 1.6GHz,32GB,?,Nvidia GeForce 960M,Mac OS X,2.15kg,243422.71540194348
282.0673068940899,HP,2 in 1 Convertible,13,IPS Panel Quad HD+ 3200x1800,AMD A9-Series 9410 2.9GHz,8GB,32GB HDD,AMD Radeon 520,No OS,1.05kg,98892.08315104035
1254.9782616322332,LG,Workstation,17,IPS Panel Full HD 2560x1440,Intel Core i7 7820HK 2.9GHz,4GB,128GB HDD,AMD Radeon R7 M365X,Windows 10 S,2.33kg,189838.58138857395
473.48460925197355,MSI,2 in 1 Convertible,25.6,Touchscreen 1366x768,AMD FX 8800P 2.1GHz,64GB,16GB Flash Storage,AMD Radeon R5 M420,Linux,2.5kg,165793.01441738813
899.9766452492977,Toshiba,Ultrabook,17.3,4K Ultra HD 3840x2160,AMD E-Series E2-9000e 1.5GHz,24GB,1TB SSD +  1TB HDD,Nvidia GeForce 940M,Android,?,184004.70803559327
295.77962547773217,Asus,Workstation,27.3,1366x768,AMD A6-Series 9220 2.5GHz,64GB,16GB Flash Storage,AMD Radeon R2 Graphics,macOS,2.33kg,248115.75933100402
301.37504412751844,Acer,Notebook,33.5,IPS Panel Retina Display 2560x1600,Intel Core i7 6600U 2.6GHz,6GB,256GB Flash Storage,AMD Radeon R7,Mac OS X,2.62kg,276657.88122586656
922.5181848524234,Asus,Gaming,15.4,Full HD / Touchscreen 1920x1080,Intel Core M m3-7Y30 2.2GHz,2GB,512GB Flash Storage,AMD Radeon R7 M465,Mac OS X,1.23kg,125671.29320425054
1118.906731523388,Fujitsu,Notebook,35.6,2560x1440,Intel Pentium Quad Core N3700 1.6GHz,4GB,64GB Flash Storage,Nvidia GeForce 940MX,Windows 7,1.78kg,296277.81131794886
416.508779522994,Vero,Netbook,18.4,IPS Panel Touchscreen 2400x1600,Intel Core i5 7200U 2.7GHz,24GB,128GB SSD +  1TB HDD,AMD Radeon R7 M440,Windows 10,2.23kg,49388.26368049501
236.95979856897557,Asus,Ultrabook,13.5,2560x1440,Intel Core M 1.1GHz,12GB,256GB Flash Storage,AMD Radeon R2,Mac OS X,1.84kg,300692.25192016055
132.14457091755716,HP,Workstation,27.3,Touchscreen 2560x1440,Intel Core i7 2.2GHz,24GB,500GB HDD,AMD Radeon R7 M440,Mac OS X,4.33kg,180625.2276929742
20.190245243865483,Vero,Ultrabook,12.5,IPS Panel Quad HD+ 3200x1800,Intel Celeron Dual Core N3060 1.6GHz,32GB,1TB HDD +  1TB HDD,Nvidia GeForce 920MX ,Linux,1.3kg,264372.63586492924
823.3904375636346,Vero,Gaming,12.5,Quad HD+ / Touchscreen 3200x1800,AMD E-Series E2-6110 1.5GHz,6GB,128GB Flash Storage,Nvidia GeForce 930M,No OS,1.18kg,299204.70982029254
48.597292664109105,Xiaomi,Ultrabook,17.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Xeon E3-1535M v6 3.1GHz,8GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 950M,No OS,2.72kg,226887.9977767715
1203.6633043201477,HP,2 in 1 Convertible,27.3,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,12GB,8GB SSD,Nvidia GeForce GTX1060,Mac OS X,?,140800.2798124968
45.848043248823906,Google,Gaming,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,64GB,64GB SSD,AMD Radeon RX 550,Android,0.91kg,161810.73379350643
1048.5131606243397,Xiaomi,Notebook,?,IPS Panel Retina Display 2560x1600,Intel Core i5 7Y57 1.2GHz,12GB,?,Intel UHD Graphics 620,Linux,0.81kg,300211.94484104
1295.6875399769153,Lenovo,Notebook,35.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Pentium Dual Core 4405U 2.1GHz,16GB,256GB SSD +  2TB HDD,AMD Radeon R7,No OS,4.6kg,69715.90949602966
1186.7575978752043,Lenovo,Gaming,11.6,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,16GB,2TB HDD,Intel HD Graphics 615,No OS,5.4kg,315254.9997111749
1107.717304104951,Xiaomi,Netbook,13.5,IPS Panel Full HD / Touchscreen 1920x1080,AMD FX 9830P 3GHz,16GB,32GB HDD,Intel Iris Plus Graphics 640,macOS,2.94kg,312806.5805925931
752.108991631434,Chuwi,Workstation,14,1440x900,Intel Core i5 7500U 2.7GHz,6GB,128GB SSD +  1TB HDD,AMD Radeon R5 430,Chrome OS,2.26kg,142629.724334769
765.8825643919845,Samsung,Netbook,31.6,Touchscreen / 4K Ultra HD 3840x2160,Intel Core M 1.2GHz,2GB,180GB SSD,Nvidia Quadro M2200,Chrome OS,1.16kg,205510.51464331525
267.7780801670423,LG,Gaming,15.4,Quad HD+ 3200x1800,Intel Core i5 6300HQ 2.3GHz,8GB,512GB SSD,AMD Radeon R7 M360,Windows 10 S,1.90kg,64139.767418459574
705.5030377834485,Dell,2 in 1 Convertible,?,IPS Panel Full HD 1920x1080,AMD A6-Series 9220 2.9GHz,16GB,1.0TB Hybrid,AMD Radeon RX 550,macOS,3.21kg,24571.274788794297
171.06565153724847,LG,2 in 1 Convertible,12,IPS Panel Full HD 1366x768,AMD A9-Series 9410 2.9GHz,64GB,8GB SSD,Nvidia GeForce GTX 965M,Windows 10 S,1.96kg,164802.17129957792
1123.072762989014,Samsung,Gaming,11.6,1600x900,Intel Core i3 7100U 2.4GHz,1GB,512GB Flash Storage,Intel UHD Graphics 620,Windows 7,2.0kg,248752.92534579654
1105.010624890573,Vero,Workstation,12.3,IPS Panel Retina Display 2304x1440,Intel Core i5 7200U 2.50GHz,1GB,256GB SSD +  256GB SSD,AMD FirePro W6150M,macOS,1.23kg,98837.16147670455
296.59610506443437,Toshiba,Ultrabook,13.9,IPS Panel 1366x768,Intel Core i7 6500U 2.50GHz,32GB,1.0TB Hybrid,Nvidia Quadro 3000M,macOS,1.10kg,297414.83684886555
431.84463934160607,LG,Gaming,27.3,1440x900,Intel Celeron Dual Core N3350 1.1GHz,64GB,512GB Flash Storage,Nvidia GeForce GTX 1080,Windows 7,1.5kg,141520.84712515483
1056.1122639095336,Samsung,2 in 1 Convertible,31.6,Quad HD+ / Touchscreen 3200x1800,AMD E-Series E2-9000e 1.5GHz,8GB,256GB SSD +  1.0TB Hybrid,AMD FirePro W4190M ,macOS,4.4kg,322606.10644226056
947.0134250447765,HP,Gaming,17.3,IPS Panel Quad HD+ 2560x1440,Intel Pentium Quad Core N3710 1.6GHz,64GB,128GB Flash Storage,AMD Radeon R3,No OS,1.08kg,61988.67296005752
174.74854219895062,Microsoft,Workstation,12.3,IPS Panel Retina Display 2880x1800,Intel Core i5 6300HQ 2.3GHz,64GB,64GB Flash Storage,AMD Radeon R4,Linux,2.38kg,153455.29488583782
858.3422911733462,MSI,Workstation,13,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 6300U 2.4GHz,16GB,256GB SSD,AMD Radeon R5 520,Windows 7,1.59kg,230648.83018364548
1297.8661591790833,Chuwi,Netbook,15,IPS Panel Full HD 1366x768,Intel Core i5 2.9GHz,4GB,1.0TB Hybrid,Nvidia GeForce GTX 940MX,Mac OS X,3.74kg,279906.1843594694
184.2288401418412,Lenovo,2 in 1 Convertible,?,Touchscreen / 4K Ultra HD 3840x2160,Intel Atom X5-Z8350 1.44GHz,4GB,64GB Flash Storage,Nvidia GeForce GTX 1050M,macOS,1.87kg,102596.73258015793
359.2454065169328,Xiaomi,Workstation,25.6,IPS Panel Touchscreen 2400x1600,Intel Atom X5-Z8350 1.44GHz,24GB,256GB SSD +  500GB HDD,Intel UHD Graphics 620,No OS,1.18kg,312998.0162697321
691.2530660484255,MSI,Notebook,17,IPS Panel Touchscreen 2560x1440,AMD A9-Series 9410 2.9GHz,6GB,240GB SSD,Nvidia GeForce GTX 1050 Ti,macOS,2.9kg,144801.73701204752
951.2947998392941,Lenovo,Netbook,?,IPS Panel Retina Display 2304x1440,Intel Core i7 6560U 2.2GHz,12GB,512GB SSD +  1TB HDD,AMD R4 Graphics,Mac OS X,1.99kg,17724.52277545796
699.3252893389672,Huawei,Workstation,13.3,IPS Panel Full HD 2560x1440,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD +  1TB HDD,AMD Radeon R7 M465,Windows 10 S,1.44kg,196440.81220952523
1030.7019252018854,MSI,Ultrabook,15.4,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core M m7-6Y75 1.2GHz,64GB,256GB SSD +  1.0TB Hybrid,AMD Radeon R2,Linux,3.49kg,206889.1917434172
292.8552972303642,HP,Netbook,27.3,IPS Panel Touchscreen 2560x1440,Intel Pentium Quad Core N4200 1.1GHz,8GB,512GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 930MX,No OS,2.75kg,30601.26169172293
166.42388656062377,Dell,Notebook,17,IPS Panel Quad HD+ / Touchscreen 3200x1800,AMD A9-Series 9420 2.9GHz,2GB,1TB HDD +  1TB HDD,Nvidia GeForce MX150,Chrome OS,4.3kg,72840.35428051038
720.4315835740024,MSI,Gaming,24,IPS Panel Retina Display 2304x1440,Intel Core i3 6006U 2.2GHz,24GB,256GB Flash Storage,Nvidia Quadro M620,Mac OS X,1.90kg,173777.63621296897
672.8758543147098,Asus,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1920x1200,Intel Core M 6Y30 0.9GHz,16GB,128GB SSD,AMD Radeon R7 M440,Chrome OS,3.35kg,9954.028495510773
462.13006873873945,Fujitsu,Workstation,15.4,IPS Panel 1366x768,Intel Celeron Dual Core N3350 2GHz,64GB,?,AMD Radeon RX 550,Linux,1.88kg,234474.97135181807
107.09024259920514,Microsoft,Workstation,33.5,IPS Panel 2560x1440,AMD A6-Series 7310 2GHz,1GB,16GB Flash Storage,Intel HD Graphics 505,macOS,4.14kg,76467.76013310622
800.7542973536607,HP,Workstation,35.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 8650U 1.9GHz,32GB,128GB HDD,Intel HD Graphics 6000,No OS,2.33kg,318462.8290737847
1084.8374411702243,Mediacom,Gaming,11.3,IPS Panel Touchscreen 1366x768,AMD FX 9830P 3GHz,6GB,1.0TB Hybrid,AMD Radeon R7 M465,Android,1.9kg,74775.44362808371
707.9018508471164,Huawei,Ultrabook,35.6,IPS Panel Full HD 2560x1440,AMD A6-Series 9220 2.5GHz,16GB,128GB SSD +  1TB HDD,AMD Radeon 540,Android,2.21kg,288032.68301310536
4.405006234060186,MSI,Workstation,13.9,Touchscreen 2560x1440,Intel Core M 1.1GHz,6GB,256GB SSD +  256GB SSD,Nvidia GeForce GTX 1050,Linux,1.11kg,29888.10324814314
193.39923973209338,LG,Gaming,17,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,4GB,128GB SSD,AMD Radeon R7 M445,Windows 10 S,3.3kg,68938.32486020192
1092.191128048788,Lenovo,Notebook,15.6,Touchscreen 1366x768,Intel Core M 6Y30 0.9GHz,12GB,512GB SSD +  1.0TB Hybrid,Nvidia GeForce 920M,Windows 7,2.43kg,75463.83766468892
1049.3321215603833,LG,2 in 1 Convertible,?,IPS Panel Full HD 2160x1440,AMD A9-Series 9420 2.9GHz,8GB,180GB SSD,AMD Radeon Pro 560,Windows 7,1.76kg,262190.6343710402
816.3905803343645,Mediacom,Ultrabook,17,IPS Panel Full HD 2160x1440,Intel Core i5 1.8GHz,8GB,256GB SSD +  256GB SSD,Nvidia Quadro M620,Windows 10,3.0kg,109573.15247113214
1197.4053386115716,Lenovo,Netbook,33.5,IPS Panel Retina Display 2304x1440,Intel Core i5 7Y57 1.2GHz,12GB,1.0TB Hybrid,Intel Iris Plus Graphics 650,Windows 10 S,1.15kg,283578.94565667637
18.01010234439961,Razer,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core M m7-6Y75 1.2GHz,24GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1060,Android,1.85kg,28714.17843415369
915.5312071821114,Mediacom,Workstation,33.5,Touchscreen 2400x1600,Intel Pentium Dual Core 4405U 2.1GHz,12GB,256GB SSD +  1.0TB Hybrid,AMD Radeon R5 M315,Windows 10 S,1.90kg,81408.68235161199
502.0378292619279,Microsoft,Ultrabook,27.3,IPS Panel Touchscreen 1366x768,Intel Core i7 7820HK 2.9GHz,24GB,32GB SSD,AMD Radeon R7,Mac OS X,0.920kg,156824.48911439133
934.7316039225134,Toshiba,2 in 1 Convertible,12.5,IPS Panel 2560x1440,Intel Core i7 7660U 2.5GHz,24GB,64GB SSD,Nvidia Quadro M520M,macOS,2.8kg,247277.57820078122
464.73746645667035,Mediacom,Netbook,24,IPS Panel Retina Display 2560x1600,AMD E-Series 7110 1.8GHz,4GB,256GB SSD,AMD Radeon R7 M465,Mac OS X,3.35kg,188631.7820563118
289.5064888527549,Vero,Workstation,12,Touchscreen / Full HD 1920x1080,AMD E-Series 9000 2.2GHz,1GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX1080,No OS,1.14kg,175097.2314361096
455.51513088951737,Fujitsu,2 in 1 Convertible,12.5,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,6GB,256GB SSD +  256GB SSD,AMD Radeon R5 M430,No OS,1.38kg,282621.59604967723
977.0266659177157,Razer,2 in 1 Convertible,15.6,1600x900,Intel Atom Z8350 1.92GHz,6GB,256GB Flash Storage,Nvidia GeForce 150MX,Mac OS X,1.45kg,29628.87529835311
857.5312891954113,Chuwi,Ultrabook,15,IPS Panel Full HD 2160x1440,Intel Celeron Dual Core 3205U 1.5GHz,2GB,128GB SSD +  2TB HDD,AMD FirePro W4190M ,Chrome OS,4.36kg,186826.72508286108
1294.2677868225978,Apple,Netbook,12.5,IPS Panel 2560x1440,Intel Atom X5-Z8350 1.44GHz,2GB,1TB HDD +  1TB HDD,AMD FirePro W4190M,Windows 10 S,1.22kg,111273.84803633826
397.4055486729127,Razer,Gaming,35.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,AMD E-Series 7110 1.8GHz,16GB,1TB HDD +  1TB HDD,Nvidia GeForce GTX 980M,macOS,3.3kg,216192.9065460611
632.938798196805,Razer,Notebook,25.6,Touchscreen 2256x1504,AMD A12-Series 9700P 2.5GHz,8GB,240GB SSD,AMD Radeon R5 M430,No OS,3.25kg,43073.598349237334
988.7033951604247,Chuwi,Ultrabook,27.3,IPS Panel Touchscreen 2560x1440,Intel Celeron Quad Core N3710 1.6GHz,12GB,512GB SSD +  512GB SSD,Intel HD Graphics 6000,Linux,1.34kg,79204.56832299811
179.66650425922387,Dell,Gaming,17,IPS Panel Retina Display 2736x1824,AMD A10-Series A10-9620P 2.5GHz,4GB,128GB SSD,Nvidia GeForce GTX1060,No OS,2.0kg,281493.47120759304
980.8295659249069,Huawei,2 in 1 Convertible,35.6,Full HD 1920x1080,Intel Core i5 2.3GHz,6GB,1.0TB Hybrid,Intel HD Graphics 505,Mac OS X,4.1kg,231993.4687270819
47.31281963868617,Lenovo,Ultrabook,12.5,IPS Panel 1366x768,Intel Core M 6Y30 0.9GHz,1GB,512GB SSD +  512GB SSD,AMD Radeon 540,macOS,1.65kg,233882.1689192679
748.645832223259,Chuwi,Notebook,12,IPS Panel Touchscreen 1920x1200,Intel Core i5 7Y54 1.2GHz,16GB,256GB SSD +  500GB HDD,Intel HD Graphics 515,Linux,1.08kg,234274.22119126772
1083.4197989436116,Huawei,Notebook,27.3,IPS Panel Quad HD+ 3200x1800,Intel Atom x5-Z8300 1.44GHz,64GB,16GB SSD,AMD Radeon RX 560,No OS,3.74kg,121814.17717525791
264.25801215131753,LG,Netbook,24,IPS Panel Full HD 1920x1080,Intel Core i5 7Y54 1.2GHz,12GB,32GB Flash Storage,Intel HD Graphics,Windows 10 S,1.47kg,307013.6642609647
715.0641624303053,Xiaomi,Workstation,18.4,IPS Panel Full HD 2560x1440,Intel Core i5 7200U 2.7GHz,64GB,1.0TB Hybrid,Nvidia GeForce MX130,Mac OS X,1.21kg,170265.42386367277
841.7452740769137,HP,Netbook,17.3,IPS Panel Full HD 2560x1440,Intel Core i5 1.3GHz,4GB,512GB SSD +  1TB HDD,AMD Radeon RX 540,Android,2.23kg,124353.98174431946
1066.985170192733,Mediacom,Gaming,15,Touchscreen / 4K Ultra HD 3840x2160,AMD E-Series E2-6110 1.5GHz,8GB,512GB SSD +  2TB HDD,Nvidia GeForce GTX 980M,macOS,2.72kg,207089.4360674019
1101.5221248995858,Dell,2 in 1 Convertible,12.3,IPS Panel Touchscreen 1366x768,Intel Core i7 2.8GHz,12GB,1.0TB HDD,Intel HD Graphics 615,No OS,2.94kg,61052.37931539476
903.7224112467305,Huawei,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 6100U 2.1GHz,6GB,512GB SSD +  1TB HDD,AMD Radeon 540,Mac OS X,2.63kg,294584.8544165182
357.3045503303146,Fujitsu,Notebook,11.3,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core 3855U 1.6GHz,24GB,32GB Flash Storage,Nvidia GeForce MX150,Chrome OS,1.88kg,181743.4423520862
1015.7465340715721,Dell,Notebook,13.5,Full HD / Touchscreen 1920x1080,Intel Core M M7-6Y75 1.2GHz,6GB,512GB SSD +  1TB HDD,Nvidia Quadro M620,macOS,2.36kg,159646.67302208312
648.3839661492876,Xiaomi,Notebook,35.6,IPS Panel Retina Display 2736x1824,Intel Pentium Quad Core N3710 1.6GHz,32GB,8GB SSD,Intel HD Graphics 510,Mac OS X,2.03kg,48427.58261523878
610.5978918185443,MSI,Notebook,18.4,Touchscreen 2400x1600,Intel Core i5 7300HQ 2.5GHz,6GB,64GB SSD,Intel HD Graphics 630,No OS,0.98kg,87672.0838118087
1168.2410393379475,HP,Workstation,13,IPS Panel Quad HD+ 3200x1800,Intel Xeon E3-1535M v5 2.9GHz,32GB,64GB Flash Storage +  1TB HDD,Nvidia Quadro M620M,Linux,6.2kg,196094.11713184105
1047.3044374230667,Microsoft,Netbook,13.3,Touchscreen 2256x1504,Intel Core i5 7Y57 1.2GHz,6GB,?,Intel HD Graphics,Chrome OS,2.13kg,253991.34322025542
208.92689096635522,Fujitsu,Workstation,13.5,IPS Panel Touchscreen 1920x1200,Intel Core i5 7Y57 1.2GHz,32GB,256GB SSD +  256GB SSD,Nvidia GeForce 920,Windows 7,3.21kg,79299.28284222442
1106.606240885563,Microsoft,Netbook,15.4,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,64GB,1TB HDD,Nvidia Quadro M2000M,Chrome OS,2.07kg,317297.59771437955
1139.342433829198,Razer,2 in 1 Convertible,31.6,1600x900,AMD E-Series 6110 1.5GHz,2GB,128GB SSD +  1TB HDD,AMD Radeon R3,Windows 10 S,1.23kg,304345.2043589009
522.7213278788304,Xiaomi,Netbook,33.5,IPS Panel Full HD 1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,508GB Hybrid,AMD Radeon R4,Mac OS X,2.79kg,240410.4956231123
265.4182824978177,Mediacom,Gaming,18.4,IPS Panel Full HD 1920x1200,Intel Core i3 7130U 2.7GHz,1GB,64GB Flash Storage,Nvidia GeForce 920,Android,1.27kg,324901.37938492396
1270.1806722567096,Microsoft,2 in 1 Convertible,17.3,IPS Panel 1366x768,Intel Core i7 8650U 1.9GHz,16GB,64GB Flash Storage,Intel HD Graphics 505,Windows 7,2.21kg,26031.53661431132
525.1955380443678,Fujitsu,2 in 1 Convertible,15.6,Touchscreen 2560x1440,Intel Core i5 1.6GHz,2GB,128GB SSD +  2TB HDD,Nvidia GeForce GTX1060,Windows 10 S,2.05kg,12326.811096386999
398.14041710134217,Huawei,2 in 1 Convertible,13.3,Full HD 1920x1080,Intel Core M m3 1.2GHz,6GB,256GB Flash Storage,AMD R4 Graphics,No OS,3.14kg,316256.78142627515
511.4459915404141,MSI,2 in 1 Convertible,15.6,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 7820HK 2.9GHz,24GB,512GB SSD,AMD Radeon R7 M360,Windows 10 S,1.55kg,87047.18257572019
478.35242607888296,Acer,Workstation,12,IPS Panel Full HD 1920x1200,Intel Celeron Dual Core N3350 2GHz,6GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX1050 Ti,macOS,1.23kg,134520.3787232843
217.66671380345284,Acer,Ultrabook,35.6,Full HD 1920x1080,AMD A12-Series 9700P 2.5GHz,64GB,512GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX1060,Mac OS X,3.4kg,156334.86231553197
82.36226982866062,Huawei,Netbook,24,IPS Panel Full HD 1920x1200,Intel Pentium Dual Core N4200 1.1GHz,24GB,16GB Flash Storage,Intel HD Graphics 630,Mac OS X,1.25kg,48263.091213695574
1106.3771257052372,Chuwi,2 in 1 Convertible,10.1,IPS Panel Quad HD+ 2560x1440,Intel Core i3 7100U 2.4GHz,8GB,256GB SSD +  256GB SSD,AMD Radeon R7 M365X,Windows 10 S,1.85kg,91140.87015439263
288.11300027934806,Toshiba,Netbook,15.4,Touchscreen / Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,1GB,1TB SSD,Intel HD Graphics 615,Windows 10,1.68kg,289447.9016424458
360.7127198615221,Mediacom,Ultrabook,12,Touchscreen / Quad HD+ 3200x1800,AMD A9-Series 9410 2.9GHz,6GB,1TB HDD +  1TB HDD,Nvidia GeForce GTX 965M,Chrome OS,2.03kg,148139.63435509632
